Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),SPACE1-1:Zone Operative Temperature [C](Hourly),SPACE2-1:Zone Operative Temperature [C](Hourly),SPACE3-1:Zone Operative Temperature [C](Hourly),SPACE4-1:Zone Operative Temperature [C](Hourly),SPACE5-1:Zone Operative Temperature [C](Hourly),SPACE1-1:Zone People Occupant Count [](Hourly),SPACE2-1:Zone People Occupant Count [](Hourly),SPACE3-1:Zone People Occupant Count [](Hourly),SPACE4-1:Zone People Occupant Count [](Hourly),SPACE5-1:Zone People Occupant Count [](Hourly),SPACE1-1:Zone Lights Total Heating Rate [W](Hourly),SPACE2-1:Zone Lights Total Heating Rate [W](Hourly),SPACE3-1:Zone Lights Total Heating Rate [W](Hourly),SPACE4-1:Zone Lights Total Heating Rate [W](Hourly),SPACE5-1:Zone Lights Total Heating Rate [W](Hourly),SPACE1-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE2-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE3-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE4-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE5-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE1-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE2-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE3-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE4-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE5-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),space1,space2,space3,space4,space5,SPACE1-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE2-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE3-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE4-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE5-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE1-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE1-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE2-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE2-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE3-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE3-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE4-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE4-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE5-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE5-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE1-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE2-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE3-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE4-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE5-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE1-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SPACE2-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SPACE3-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SPACE4-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SPACE5-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly)
 01/03  01:00:00,9.2125,20.05870422,20.03246543,19.96480094,20.03296625,21.15681171,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-64413.93571,-28830.74199,-63696.92126,-29238.47851,-130113.4278,0,0,0,0,0,64413.93571,28830.74199,63696.92126,29238.47851,130113.4278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/03  02:00:00,9.775,19.84646698,19.81940056,19.76141772,19.81944009,20.92607143,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-166216.3944,-74308.81997,-164496.8825,-75329.94639,-334872.9363,0,0,0,0,0,166216.3944,74308.81997,164496.8825,75329.94639,334872.9363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/03  03:00:00,11.375,19.79545547,19.74394535,19.70527219,19.74491385,20.79947622,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-110073.8924,-49088.70452,-108878.2514,-49757.47561,-221031.6438,0,0,0,0,0,110073.8924,49088.70452,108878.2514,49757.47561,221031.6438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/03  04:00:00,13.2625,19.83308906,19.75836652,19.73803902,19.76044458,20.73066242,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-198913.2447,-88507.93061,-196461.2149,-89759.72855,-396844.9252,0,0,0,0,0,198913.2447,88507.93061,196461.2149,89759.72855,396844.9252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/03  05:00:00,13.2125,19.79564597,19.73630914,19.70999619,19.73758623,20.62453051,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-332426.0593,-147927.2633,-328480.8437,-149935.864,-662049.216,0,0,0,0,0,332426.0593,147927.2633,328480.8437,149935.864,662049.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/03  06:00:00,12.425,19.73198065,19.69412256,19.65474131,19.69431536,20.56249829,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-351114.6245,-155851.412,-347345.2737,-157695.2173,-700865.8519,0,0,0,0,0,351114.6245,155851.412,347345.2737,157695.2173,700865.8519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/03  07:00:00,11.5125,19.67314839,19.64967235,19.60095111,19.64945011,20.54152089,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-355988.005,-157352.2274,-352585.057,-158904.4091,-712886.8779,0,0,0,0,0,355988.005,157352.2274,352585.057,158904.4091,712886.8779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/03  08:00:00,11.1,21.60985647,21.8270514,21.58309584,21.61300591,21.98183334,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,0,0,0,0,0,4972.889299,2030.991007,5010.401054,4068.49978,6248.108804,0,0,0,0,0,1751.01902,12.18583732,672.9550137,0,1776.745578,19.23417474,820.3977579,4.787629224,1790.899201,20.02406342,3234.056116,1358.035993,3252.889652,1502.249724,4477.233666,0,0,0,0,0
 01/03  09:00:00,11.475,22.29600814,23.35396268,22.27784962,22.28569332,22.5185035,11,5,11,5,20,1425.6,615.6,1425.6,615.6,2667.6,422.4,182.4,422.4,182.4,790.4,0,0,0,0,0,538.2154413,-512.9854047,573.2630486,834.9610819,-501.0127129,0,0,0,0,0,0,445.2388671,0,587.2133403,0,427.8627986,0,166.1647653,0,1559.197007,983.4543084,74.22793558,1001.125847,471.2278832,1058.184294,0,0,0,0,0
 01/03  10:00:00,12.7,22.88392308,24.88989165,22.77241744,22.74433363,22.97941979,11,5,11,5,20,1504.8,649.8,1504.8,649.8,2815.8,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-1250.038641,-1561.452276,-1197.849875,-496.3630223,-2433.146733,0,0,0,0,0,0,1283.672258,0,1102.773981,0,1249.025382,0,547.5385302,0,2433.146733,33.63361712,0,51.1755079,31.84778587,0,0,458.678295,0,0,0
 01/03  11:00:00,12.6125,23.74912948,25.4122039,23.34268277,23.26289854,23.45201104,11,5,11,5,20,1584,684,1584,684,2964,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-1460.490471,-2292.061508,-1372.509509,-615.758069,-2542.329088,0,0,0,0,0,0,1441.940055,0,1462.763509,0,1372.509509,0,615.758069,0,2542.329088,0,0,0,0,0,18.55041552,829.2979986,0,0,0
 01/03  12:00:00,13.95,24.2846304,25.35998565,23.77206415,23.72689845,23.66223258,8.8,4,8.8,4,16,1504.8,649.8,1504.8,649.8,2815.8,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-2141.723877,-2224.595582,-1431.390284,-689.474321,-2548.460192,0,0,0,0,0,0,1693.26014,0,1390.443574,0,1337.895194,0,595.9792306,0,2407.740326,0,0,0,0,0,448.4637362,834.1520083,93.4950904,30.27245231,140.7198663
 01/03  13:00:00,15.375,24.73696121,25.126698,23.97803821,23.99500096,23.76411963,4.4,2,4.4,2,8,1267.2,547.2,1267.2,547.2,2371.2,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-2759.682894,-1760.362367,-1215.398506,-581.1718073,-2005.241502,0,0,0,0,0,0,1911.246756,0,1117.086207,0,1139.15759,0,504.9308916,0,1975.252362,0,0,0,0,0,848.4361379,643.2761595,76.24091571,31.85995908,29.98913942
 01/03  14:00:00,15.9125,25.16913929,24.78950988,24.09934247,24.14309927,23.90363982,8.8,4,8.8,4,16,1425.6,615.6,1425.6,615.6,2667.6,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-4391.79618,-1606.657572,-1998.902024,-1182.690546,-3271.278221,0,0,0,0,0,0,2693.328215,0,1024.579839,0,1496.346257,0,680.1347792,0,2548.902227,0,0,0,0,0,1698.467965,582.0777337,502.5557672,240.8367915,722.3759944
 01/03  15:00:00,16.1,25.33460168,24.53185291,24.15933988,24.26220933,24.02597799,11,5,11,5,20,1584,684,1584,684,2964,844.8,364.8,844.8,364.8,1580.8,0,0,0,0,0,-5073.026847,-1403.442119,-2275.494288,-1423.891591,-3840.874019,0,0,0,0,0,0,3022.14476,0,917.530099,0,1622.839696,0,771.2369983,0,2812.267171,0,0,0,0,0,2050.882087,485.9120198,652.6545928,342.8590009,1028.606848
 01/03  16:00:00,14.725,25.15890541,24.31831632,24.08041057,24.32778309,24.07699877,11,5,11,5,20,1584,684,1584,684,2964,739.2,319.2,739.2,319.2,1383.2,0,0,0,0,0,-4322.815909,-1028.298385,-1782.096579,-1093.315636,-3386.89055,0,0,0,0,0,0,2734.200776,0,769.6094679,0,1463.497713,0,774.7167696,0,2744.072736,0,0,0,0,0,1588.615133,258.6889168,318.5988659,266.8376371,642.8178136
 01/03  17:00:00,13.9,24.40279152,24.0115223,23.75041976,24.03969705,24.0470121,11,5,11,5,20,1584,684,1584,684,2964,528,228,528,228,988,0,0,0,0,0,-2096.245788,-579.970949,-1204.584469,-576.2180944,-2560.739469,0,0,0,0,0,0,1672.8175,0,565.9146221,0,1204.584469,0,576.2180944,0,2426.060656,0,0,0,0,0,423.4282885,14.05632692,0,25.72788684,134.6788133
 01/03  18:00:00,13.2125,23.92252245,23.6232444,23.37110468,23.65751728,23.93671507,11,5,11,5,20,1584,684,1584,684,2964,528,228,528,228,988,0,0,0,0,0,-1325.604963,-551.1158869,-1232.794499,-547.2494712,-2423.292926,0,0,0,0,0,0,1311.958993,0,551.1158869,0,1232.794499,0,547.2494712,0,2420.960853,0,0,0,0,0,13.6459702,0,0,0,2.332073464
 01/03  19:00:00,12.425,23.07249155,22.98130871,22.87183854,22.9931323,23.22616768,5.5,2.5,5.5,2.5,10,950.4,410.4,950.4,410.4,1778.4,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,-144.4455645,5.570764258,176.043384,451.1347532,-841.6954731,0,0,0,0,0,0,722.2543157,0,286.5858139,0,564.4034736,0,289.3121044,0,1619.487093,577.8087512,292.1565782,740.4468576,284.470151,777.7916198,0,0,0,0,0
 01/03  20:00:00,11.2,22.69229711,22.66663108,22.59359133,22.67101783,22.93742034,1.1,0.5,1.1,0.5,2,633.6,273.6,633.6,273.6,1185.6,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,1203.449971,576.3898672,1362.427261,1371.715025,1166.463458,0,0,0,0,0,0,130.3506921,0,40.00194274,5.421282728,56.41544553,0,41.70639878,0,757.3949826,1333.800663,616.39181,1413.421424,611.6368921,1923.858441,0,0,0,0,0
 01/03  21:00:00,10.225,22.48873493,22.49111865,22.43456104,22.49259968,22.79354583,1.1,0.5,1.1,0.5,2,633.6,273.6,633.6,273.6,1185.6,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,1712.459941,797.7848637,1821.426489,1746.632346,1675.481005,0,0,0,0,0,63.2790034,0.700706371,42.70805201,0,116.9322634,0,42.13812102,0,0,614.8810595,1649.881644,755.0768117,1704.494225,751.4984334,2290.362064,0,0,0,0,0
 01/03  22:00:00,9.3125,21.50988832,21.5318075,21.43696973,21.53268921,22.30783227,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-34793.6762,-15154.6127,-34591.31267,-15230.06991,-68157.48738,0,0,0,0,0,34793.6762,15154.6127,34591.31267,15230.06991,68157.48738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/03  23:00:00,8.9,20.75944176,20.78248932,20.67709621,20.78432467,21.82988213,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-50719.49066,-22280.47225,-50109.28758,-22441.98865,-107355.1988,0,0,0,0,0,50719.49066,22280.47225,50109.28758,22441.98865,107355.1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/03  24:00:00,8.9,20.28093381,20.30537696,20.21089017,20.30983994,21.37764845,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-120584.4309,-52974.65543,-119354.2392,-53361.3626,-253684.7086,0,0,0,0,0,120584.4309,52974.65543,119354.2392,53361.3626,253684.7086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  01:00:00,8.525,20.04066438,20.04610412,19.96824631,20.04623941,21.14483093,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-58003.49444,-25386.3657,-57424.81154,-25545.45503,-120932.2743,0,0,0,0,0,58003.49444,25386.3657,57424.81154,25545.45503,120932.2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  02:00:00,7.9875,19.89846773,19.88465644,19.82581589,19.88469986,21.04682051,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  03:00:00,8.1125,19.73973951,19.71784573,19.66530421,19.7177267,20.90458831,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-55049.17769,-23985.86686,-54496.6302,-24129.53811,-115485.6449,0,0,0,0,0,55049.17769,23985.86686,54496.6302,24129.53811,115485.6449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  04:00:00,6.925,19.58563478,19.56437955,19.51170769,19.56450676,20.78635178,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-37903.4885,-16480.82903,-37576.72431,-16568.44904,-78448.82913,0,0,0,0,0,37903.4885,16480.82903,37576.72431,16568.44904,78448.82913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  05:00:00,5.0375,19.4027833,19.39274374,19.33315348,19.38939697,20.71207102,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-52835.60523,-22905.26657,-52535.05697,-22979.34469,-107054.4818,0,0,0,0,0,52835.60523,22905.26657,52535.05697,22979.34469,107054.4818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  06:00:00,5.4625,19.28428288,19.26666554,19.21315766,19.26288163,20.62002188,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-30319.58177,-13147.54323,-30136.35881,-13190.25446,-61740.22312,0,0,0,0,0,30319.58177,13147.54323,30136.35881,13190.25446,61740.22312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  07:00:00,5.4125,19.22584133,19.19330041,19.15123683,19.1928631,20.56753527,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  08:00:00,6.0625,21.45689153,21.51197863,21.43432684,21.38383927,21.93207614,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,0,0,0,0,0,6691.924332,2775.491921,6670.710465,5398.995652,7906.305825,0,0,0,0,0,2386.413086,109.22561,917.1450945,15.53644048,2437.664662,171.0890279,1012.263909,17.40308725,2365.685034,347.943235,4414.736856,1873.883267,4404.134831,1968.046138,5888.564026,0,0,0,0,0
 01/04  09:00:00,7.7,22.09626194,22.70009121,22.10409823,22.11427831,22.43600966,11,5,11,5,20,1425.6,615.6,1425.6,615.6,2667.6,422.4,182.4,422.4,182.4,790.4,0,0,0,0,0,1595.933819,109.0682222,1548.712293,1685.578683,714.4427261,0,0,0,0,0,24.77728506,181.9277155,0,375.0944702,21.67250773,202.6122924,24.49719859,68.57059297,0,1389.051983,1753.08425,484.1626924,1729.652077,812.2449526,2103.494709,0,0,0,0,0
 01/04  10:00:00,8.675,22.46898725,23.18383829,22.51184641,22.52364899,22.7036772,11,5,11,5,20,1504.8,649.8,1504.8,649.8,2815.8,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-242.2667597,-664.2492554,-347.284553,261.3274688,-1781.743858,0,0,0,0,0,0,1014.847213,0,734.173762,0,1067.555662,0,458.9436398,0,2526.058395,772.580453,69.92450665,720.2711086,341.2240179,744.3145379,0,0,0,0,0
 01/04  11:00:00,8.9,22.81563122,23.78728307,22.82421855,22.83809863,22.87460705,11,5,11,5,20,1584,684,1584,684,2964,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-990.1872044,-845.4689358,-1013.824369,-238.8232014,-2367.742076,0,0,0,0,0,0,1374.685921,0,845.4689358,0,1386.603597,0,611.6024288,0,2793.535657,384.4987166,0,372.7792274,175.6139917,425.7935804,0,0,0,0,0
 01/04  12:00:00,9.5875,23.34325249,24.63870527,23.06443689,23.08172013,22.98183507,8.8,4,8.8,4,16,1504.8,649.8,1504.8,649.8,2815.8,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-1561.15473,-1054.561552,-1255.698187,-444.1527609,-2369.745914,0,0,0,0,0,0,1628.608194,0,938.3171314,0,1464.065762,0,652.5203361,0,2715.076966,67.45346486,0,208.3675752,95.03414935,345.3310516,0,116.2444209,0,0,0
 01/04  13:00:00,10.375,23.80693361,24.61169534,23.16471187,23.19502545,23.02232291,4.4,2,4.4,2,8,1267.2,547.2,1267.2,547.2,2371.2,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-1619.33099,-853.1651816,-1001.271172,-296.1504554,-1656.414926,0,0,0,0,0,0,1619.33099,0,808.293275,0,1286.870367,0,581.7496496,0,2267.250912,0,0,285.5991942,120.5767477,610.8359857,0,44.87190664,0,0,0
 01/04  14:00:00,10.6,24.71464984,24.44164159,23.34151693,23.40963898,23.17393126,8.8,4,8.8,4,16,1425.6,615.6,1425.6,615.6,2667.6,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-2541.133231,-915.3238325,-1568.503458,-709.6020945,-2828.191315,0,0,0,0,0,0,2113.108771,0,832.7558745,0,1568.503458,0,709.6020945,0,2833.677996,0,0,0,0,5.486680861,428.02446,82.56795806,0,0,0
 01/04  15:00:00,10.225,24.69480691,24.2136194,23.4562121,23.62456263,23.42242028,11,5,11,5,20,1584,684,1584,684,2964,844.8,364.8,844.8,364.8,1580.8,0,0,0,0,0,-2696.497086,-775.2652018,-1629.770475,-744.9482278,-2986.465461,0,0,0,0,0,0,2208.090021,0,768.9585914,0,1629.770475,0,744.9482278,0,2986.465461,0,0,0,0,0,488.4070648,6.306610408,0,0,0
 01/04  16:00:00,10.375,24.51900305,23.84209099,23.29656458,23.6818552,23.47173821,11,5,11,5,20,1584,684,1584,684,2964,739.2,319.2,739.2,319.2,1383.2,0,0,0,0,0,-2177.925207,-722.0278027,-1575.733511,-727.5995505,-2941.570501,0,0,0,0,0,0,1940.042267,0,722.0278027,0,1575.733511,0,727.5995505,0,2941.570501,0,0,0,0,0,237.88294,0,0,0,0
 01/04  17:00:00,10.225,23.61822175,23.25970405,23.02386808,23.23483257,23.33729074,11,5,11,5,20,1584,684,1584,684,2964,528,228,528,228,988,0,0,0,0,0,-1497.569725,-561.4268113,-881.8116418,-269.2051604,-2695.155498,0,0,0,0,0,0,1549.362865,0,631.3373928,0,1237.494918,0,624.8884363,0,2807.799199,51.79314021,69.91058152,355.683276,72.82035285,112.6437009,0,0,0,0,0
 01/04  18:00:00,10,23.08527212,22.99545726,22.88647081,22.98781929,23.24172656,11,5,11,5,20,1584,684,1584,684,2964,528,228,528,228,988,0,0,0,0,0,-963.466476,-342.1418026,-598.9275704,-20.54316746,-2399.301111,0,0,0,0,0,0,1292.588455,0,535.0542813,0,1110.656061,0,532.2716585,0,2685.080437,329.1219789,192.9124787,511.728491,192.4997106,285.7793256,0,0,0,0,0
 01/04  19:00:00,9.625,22.75637179,22.72819843,22.6454472,22.7255721,23.02401051,5.5,2.5,5.5,2.5,10,950.4,410.4,950.4,410.4,1778.4,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,751.9185154,374.2092224,933.9510676,1114.71501,280.339307,0,0,0,0,0,0,458.3402289,0,187.5011138,0,367.4039642,0,186.6400222,0,1386.809619,1210.258744,561.7103361,1301.355032,559.5341877,1667.148926,0,0,0,0,0
 01/04  20:00:00,9.4,22.49682718,22.49620098,22.43149658,22.49523786,22.81286084,1.1,0.5,1.1,0.5,2,633.6,273.6,633.6,273.6,1185.6,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,1828.650219,852.7500634,1959.545265,1873.710949,1846.032433,0,0,0,0,0,69.08927701,2.833903092,45.44695447,0,131.5811687,0,45.74685181,0,0,628.7490697,1762.394845,807.3031089,1827.964097,804.5944291,2474.781502,0,0,0,0,0
 01/04  21:00:00,9.0875,22.35425307,22.36952821,22.3167221,22.36853294,22.69796718,1.1,0.5,1.1,0.5,2,633.6,273.6,633.6,273.6,1185.6,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,2198.724561,1011.882358,2275.675838,2122.438062,2200.922028,0,0,0,0,0,231.3387394,0,115.9420381,0,269.685736,0,116.4479604,0,0,487.3897302,1967.385821,895.9403204,2005.990102,893.4041162,2688.311758,0,0,0,0,0
 01/04  22:00:00,8.9,21.28547091,21.32384818,21.23392036,21.32116105,22.13640634,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-75667.57495,-33427.2197,-75330.42888,-33677.59131,-148160.1129,0,0,0,0,0,75667.57495,33427.2197,75330.42888,33677.59131,148160.1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  23:00:00,7.8375,20.49464556,20.542124,20.43943984,20.53756717,21.61034175,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-120964.3121,-53396.27881,-120392.0301,-53748.01298,-241040.6494,0,0,0,0,0,120964.3121,53396.27881,120392.0301,53748.01298,241040.6494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/04  24:00:00,7.8875,20.06424283,20.09432895,20.00105688,20.09459085,21.20125753,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-147878.2228,-65321.59198,-147008.142,-65800.16286,-295793.4875,0,0,0,0,0,147878.2228,65321.59198,147008.142,65800.16286,295793.4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/05  01:00:00,7.9875,19.84244443,19.8507433,19.77869552,19.85122699,20.99303262,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-120223.9468,-53036.84775,-119485.3623,-53431.08459,-241395.4503,0,0,0,0,0,120223.9468,53036.84775,119485.3623,53431.08459,241395.4503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/05  02:00:00,7.8,19.68077713,19.67764641,19.62282956,19.68117171,20.85933638,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-104319.5332,-45919.8334,-103748.2047,-46257.24838,-209664.404,0,0,0,0,0,104319.5332,45919.8334,103748.2047,46257.24838,209664.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/05  03:00:00,6.05,19.52533716,19.52026077,19.46642765,19.52322769,20.7695706,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-45003.71971,-19735.44595,-44789.0357,-19859.4534,-89835.45478,0,0,0,0,0,45003.71971,19735.44595,44789.0357,19859.4534,89835.45478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/05  04:00:00,4.3125,19.33784962,19.34101768,19.27570856,19.33767096,20.69223006,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-67513.2867,-29494.35842,-67236.34894,-29628.81745,-134037.3703,0,0,0,0,0,67513.2867,29494.35842,67236.34894,29628.81745,134037.3703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/05  05:00:00,4.2125,19.20115699,19.1983658,19.13651511,19.19400005,20.5990579,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-40156.49586,-17541.31153,-39982.46673,-17619.68037,-79882.40894,0,0,0,0,0,40156.49586,17541.31153,39982.46673,17619.68037,79882.40894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/05  06:00:00,4.0875,19.12065055,19.10479386,19.0550509,19.10393308,20.54452755,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/05  07:00:00,5.275,19.05427981,19.02538937,18.98415345,19.02500807,20.45517825,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-80309.33976,-35097.86363,-79880.94424,-35291.57093,-161280.663,0,0,0,0,0,80309.33976,35097.86363,79880.94424,35291.57093,161280.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 01/05  08:00:00,6.475,19.03027856,19.25775761,18.97001372,19.00012989,20.35098622,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-180865.4474,-80422.89702,-179932.0831,-79675.6901,-364714.9669,0,0,0,0,0,180865.4474,80422.89702,179932.0831,79675.6901,364714.9669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
